Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,latitude,longitude,Individuals Directly Served,Population Estimate 2000m
Rwanda - Wamahoro - 1014068,Karongi,Wamahoro,1014068,Identified,Requested,006f100000d1fTAAAY,2023,-2.143712,29.352145,3341,18846
Rwanda - Rusuzuma - 1013320,Burera,Rusuzuma,1013320,Identified,Technical,006f100000d7EQdAAM,2018,-1.49763,29.80603,3880,6703
Rwanda - Nyabutaka - 1014084,Rusizi,Nyabutaka,1014084,Identified,Vehicular Bridge Required,006f100000d1fUmAAI,2019,-2.57067,29.02658,965,10453
Rwanda - Nkanga - 1014085,Rusizi,Nkanga,1014085,Identified,Technical,006f100000d1fUrAAI,2019,-2.57161,29.03953,42778,11352
Rwanda - Kabingo1 - 1014099,Rusizi,Kabingo1,1014099,Complete,In Service,006f100000d1fWJAAY,2023,-2.588367,29.095324,6500,2920
Rwanda - Mujebeshi - 1013629,Rutsiro,Mujebeshi,1013629,Identified,Technical,006f100000d7iQuAAI,2019,-1.92009,29.46229,1561,5809
Rwanda - Kavumbu - 1013029,Nyabihu,Kavumbu,1013029,Complete,In Service,006f100000d6yLbAAI,2022,-1.67069,29.46836,3981,5622
Rwanda - Gasumo - 1013501,Burera,Gasumo,1013501,Identified,Technical,006f100000d7QAGAA2,2019,-1.33816,29.81862,2889,5274
Rwanda - Rwega - 1014165,Rusizi,Rwega,1014165,Identified,Vehicular Bridge Required,006f100000d1hTiAAI,2019,-2.4334,28.93374,750,11201
Rwanda - Buhaza - 1013012,Nyanza,Buhaza,1013012,Identified,Technical,006f100000d6wRkAAI,2018,-2.33834,29.84104,7973,3863
Rwanda - Cyeru - 1013281,Nyamagabe,Cyeru,1013281,Identified,,006f100000d78O6AAI,2024,-2.363741,29.544103,2222,3722
Rwanda - Gitikirema-kigarama - 1012817,Nyamagabe,Gitikirema-kigarama,1012817,Complete,In Service,006f100000d6kxFAAQ,2020,-2.304674,29.472585,2805,3890
Rwanda - Gikokwe - 1013789,Gakenke,Gikokwe,1013789,Identified,Technical,006f100000d7wulAAA,2019,-1.67796,29.70261,1100,6866
Rwanda - Gasharu - 1013813,Gisagara,Gasharu,1013813,Identified,Technical,006f100000d7x5yAAA,2019,-2.7045,29.75324,5282,7653
Rwanda - Bisomera - 1013595,Rutsiro,Bisomera,1013595,Identified,Technical,006f100000d7capAAA,2018,-1.9233,29.469722,1394,5548
Rwanda - Nkamba - 1012805,Nyamagabe,Nkamba,1012805,Identified,Technical,006f100000d6krYAAQ,2018,-2.42504833,29.42907333,1390,6313
Rwanda - Kabiraho - 1012814,Rutsiro,Kabiraho,1012814,Identified,Technical,006f100000d6kvYAAQ,2018,-1.9775,29.385,2458,6347
Rwanda - Kiriza - 1013453,Ngororero,Kiriza,1013453,Identified,Technical,006f100000d7PqrAAE,2019,-2.03409,29.63099,5519,5105
Rwanda - Rwasare - 1012545,Ngororero,Rwasare,1012545,Identified,Technical,006f100000dhpCbAAI,2018,-1.93678,29.63541,1750,8221
Rwanda - Karuhura ADPR - 1012540,Rulindo,Karuhura ADPR,1012540,Identified,Technical,006f100000dhmUvAAI,2018,-1.70683,29.91433,1778,7298
Rwanda - Nyamigina - 1012547,Ruhango,Nyamigina,1012547,Identified,Technical,006f100000dhpDZAAY,2018,-2.18874,29.69027,2008,4681
Rwanda - Buterana - 1012548,Ruhango,Buterana,1012548,Identified,Technical,006f100000dhpDeAAI,2019,-2.18748,29.81693,3241,6044
Rwanda - Nyarubande - 1012546,Ngororero,Nyarubande,1012546,Identified,Technical,006f100000dhpCgAAI,2018,-1.88360333,29.62528667,1923,7219
Rwanda - Gasovu - 1012544,Ngororero,Gasovu,1012544,Identified,Technical,006f100000dhpCWAAY,2018,-1.88597,29.651,3850,6259
Rwanda - Gitenga - 1012549,Gakenke,Gitenga,1012549,Identified,Technical,006f100000dhpEhAAI,2018,-1.668055556,29.80361111,4500,6741
Rwanda - Banga - 1012550,Gakenke,Banga,1012550,Identified,Requested,006f100000dhpEmAAI,2024,-1.6897222,29.80888,600,6569
Rwanda - Gasumo - 1012543,Ngororero,Gasumo,1012543,Identified,Technical,006f100000dhpCRAAY,2018,-1.88597,29.65868,2162,6515
Rwanda - Ku mashuri ya Rushara - 1012972,Burera,Ku mashuri ya Rushara,1012972,Identified,Technical,006f100000d6wFbAAI,2018,-1.55437,29.85284,2789,6426
Rwanda - Sovu - 1013225,Nyamagabe,Sovu,1013225,Complete,In Service,006f100000d75zUAAQ,2022,-2.510714,29.53571,3540,4140
Rwanda - Ku gatare - 1013228,Burera,Ku gatare,1013228,Identified,Technical,006f100000d75zjAAA,2018,-1.55931,29.88196,3390,6213
Rwanda - Rugarama - 1013236,Burera,Rugarama,1013236,Identified,Technical,006f100000d760NAAQ,2018,-1.59631,29.85719,3054,6370
Rwanda - Gatura - 1013248,Muhanga,Gatura,1013248,Identified,Technical,006f100000d761LAAQ,2018,-2.0118896,29.68145493,2923,5857
Rwanda - Zihare - 1013316,Burera,Zihare,1013316,Identified,Technical,006f100000d7EPzAAM,2018,-1.50342,29.95362,4869,8801
Rwanda - Buzaniro - 1013317,Burera,Buzaniro,1013317,Identified,Technical,006f100000d7EQ9AAM,2018,-1.50145,29.95181,1434,8751
Rwanda - Mushubi - 1013322,Burera,Mushubi,1013322,Identified,Technical,006f100000d7ER7AAM,2018,-1.52982,29.85156,6566,7418
Rwanda - Burindwa - 1013324,Burera,Burindwa,1013324,Identified,Technical,006f100000d7ERvAAM,2018,-1.50887,29.84577,4393,7578
Rwanda - Kwa rangira - 1013328,Burera,Kwa rangira,1013328,Identified,Vehicular Bridge Required,006f100000d7ESjAAM,2018,-1.59045,29.93291,762,8243
Rwanda - Kumusenyi - 1013796,Gakenke,Kumusenyi,1013796,Identified,Technical,006f100000d7wvKAAQ,2019,-1.5905,29.7052,1400,10471
Rwanda - Nyarukurazo - 1013804,Gisagara,Nyarukurazo,1013804,Identified,Technical,006f100000d7x5AAAQ,2019,-2.7242,29.75411,3437,6574
Rwanda - Nyarunyinya - 1013810,Gisagara,Nyarunyinya,1013810,Identified,Technical,006f100000d7x5jAAA,2019,-2.7234,29.76373,2631,6681
Rwanda - Kinamba - 1013378,Nyabihu,Kinamba,1013378,Identified,,006f100000d7Gs8AAE,2024,-1.65625,29.42217,2133,12740
Rwanda - Mucaca - 1013387,Nyabihu,Mucaca,1013387,Identified,Technical,006f100000d7GsrAAE,2018,-1.62606,29.60041,,7634
Rwanda - Bushekeri~ kamina - 1014010,Nyamasheke,Bushekeri~ kamina,1014010,Identified,,006f100000d1f2OAAQ,2019,-2.401338,29.092203,6637,5469
Rwanda - Isha - 1014017,Rusizi,Isha,1014017,Identified,Vehicular Bridge Required,006f100000d1f37AAA,2019,-2.452429,28.938735,565,8718
Rwanda - Basesa - 1014046,Rubavu,Basesa,1014046,Identified,Technical,006f100000d1fOKAAY,2019,-1.73024,29.36502,1440,10103
Rwanda - Nyabisiga - 1014049,Karongi,Nyabisiga,1014049,Identified,Technical,006f100000d1fOtAAI,2019,-2.153882,29.506953,1836,5941
Rwanda - Rukore - 1014055,Karongi,Rukore,1014055,Identified,Technical,006f100000d1fPmAAI,2019,-2.17259,29.40382,2606,2865
Rwanda - Gitwa - 1014062,Karongi,Gitwa,1014062,Identified,Technical,006f100000d1fSbAAI,2019,-2.242973,29.464718,1703,3365
Rwanda - Nyabutagwa-gaseke - 1014096,Rusizi,Nyabutagwa-gaseke,1014096,Identified,Vehicular Bridge Required,006f100000d1fVzAAI,2019,-2.55317,28.99986,968,8109
Rwanda - Nyagatovu - 1014490,Ngoma,Nyagatovu,1014490,Identified,Technical,006f100000ef7XtAAI,2019,-2.117773,30.607615,10639,4478
